,headline,source,topic,Y,Yhat (GPT4o),confidence
273,Share your questions for climate strikers and George Monbiot,theguardianuk,climate,real,real,0.9
274,"Alexandre Kalil, Belo Horizonte's mayor, was filmed dining in Nova Lima, a nearby city. Restaurants in Belo Horizonte are currently closed on his order",Facebook,covid,misinfo,real,0.85
275,The Cost of Fleeing Climate Change,newyorker,climate,real,real,0.9
276,Commentary We Should Prepare for Climate Change Like We Prepare for War,fortune,climate,real,real,0.85
277,Letter: Time to back Congress on climate change bill,mercurynews,climate,real,real,0.9
278,"Researchers Draw More Links Between Vaping, Smoking, Young People, and Coronavirus",sciencedaily.com,covid,real,real,0.85
279,UN report on climate change Read the summary,mercurynews,climate,real,real,0.9
280,Environmental activists block traffic in Dublin city centre,theirishtimes,climate,real,real,0.9
281,"Fire, Flood, Smoke, Cyclones: The Climate Crisis Is Everywhere",thehuffingtonpost,climate,real,real,0.9
282,This Lab Aims to Prepare the U.S. Electricity Grid for a Climate Transformation,scientificamerican,climate,real,real,0.9
283,Ridiculous Climate Prophecy': How the UN & National Climate Assessment used 'fairy tail' extreme climate models to scare the public,climatedepot,climate,misinfo,misinfo,0.75
284,Western leaders blame climate change as wildfires burn 4.6 million acres,upi,climate,real,real,0.9
285,COVID-19 is a secret American weapon aimed for depopulation purposes.,Facebook,covid,misinfo,misinfo,0.9
286,Assessing & Managing Risk Based on Different Exposures to COVID-19,cdc.gov,covid,real,real,0.9
287,'Are a cow's farts the worst for the planet?' Children's climate questions answered,theguardianuk,climate,real,real,0.9
288,The Londoner: Rebellion in the ranks? XR activist ups climate ante,eveningstandard,climate,real,real,0.85
289,"Former FDA Dir. Warns 300,000 COVID Deaths in 2020",webmd.com,covid,real,real,0.9
290,Who is that masked crusader? Greta and friends are back on the streets skipping school and protesting climate in the COVID Era,climatedepot,climate,misinfo,real,0.8
291,"U.S. to Announce Rollback of Auto Pollution Rules, a Key Effort to Fight Climate Change",thenewyorktimes,climate,real,real,0.9
292,Labour won't just win in 2024  it'll turn the next vote into a climate election,theindependent,climate,misinfo,real,0.8
293,Study proved efficacy of ivermectin on treatment of COVID-19; the medecin is given by government to treat people in Australia and Ethiopia,Facebook video,covid,misinfo,misinfo,0.85
294,"Cure for saving Earth from ""global warming"" is more ABORTIONS, according to Democratic-Socialist-Communists",naturalnews,climate,misinfo,misinfo,0.85
295,"Netflix walruses were driven to death by polar bears not climate change, claims zoologist",thetelegraph,climate,real,misinfo,0.6
296,CDC Says Wearing Masks and Closing Bars Works,webmd.com,covid,real,real,0.9
297,'One chance at survival': Jay Inslee is running for president to fight climate change,theguardian,climate,real,real,0.9
298,Kids are striking over climate change because adults are too infantile | Richard Russell,theguardianuk,climate,real,real,0.8
299,New Trump Rules Abet Loss of Climate-Threatened Species,realclearpolitics,climate,real,real,0.85
300,The Latest: Pope: Climate change challenges civilization,thetorontostar,climate,real,real,0.9
301,Indian State of Manipur becomes first COVID free state in India.,WhatsApp,covid,misinfo,misinfo,0.7
302,The 'Great Environmentalist' President,thenewyorktimes,climate,real,real,0.5
303,Monitoring and tracking the disease,cdc.gov,covid,real,real,0.9
304,Climate Activist Confirms Global Warming Is Voodoo Science,realclearpolitics,climate,real,misinfo,0.85
305,"Victorian Premier Daniel Andrews accepted an IMF ""bribe"" in return for the state's strict coronavirus lockdown",Facebook,covid,misinfo,misinfo,0.85
306,The Guardian view on Covid-19 and the climate: take back control | Editorial,theguardianuk,climate,real,real,0.9
307,"The text from a Macedonian website, and more specifically the headline, says that the leader of the French National Front, Marine Le Pen, is the first coronavirus victim in the EU.",Media,covid,misinfo,misinfo,0.85
308,"Court: Dairy expansion nixed, citing climate change",charlotteobserver,climate,real,real,0.85
309,Environmental issues are ravaging the Middle East  why aren't newsrooms taking it seriously?,theindependent,climate,real,real,0.9
310,Sally Field arrested during Jane Fonda's climate protest,cbsnews,climate,real,real,0.9
311,COVID-19: Promising results for Russian vaccine,medicalnewstoday.com,covid,real,real,0.9
312,Tony Heller: My gift to climate alarmists,sottnet,climate,misinfo,misinfo,0.7
313,Climate change will cost US economy billions of dollars report finds,eveningstandard,climate,real,real,0.9
314,Thousands of students in Ireland join international climate change protests,theirishtimes,climate,real,real,0.9
315,"WHO advises to avoid ""unprotected sex"" with animals.",Twitter,covid,misinfo,misinfo,0.9
316,Expert: White House a 'Super Spreader' Site,webmd.com,covid,real,real,0.85
317,The United States arrested a Harvard doctor for making and selling COVID-19 to China.,"Facebook, WhatsApp",covid,misinfo,misinfo,0.8
318,The Energy 202: Plastic bags are back. Environmentalists hope it's not for good.,washingtonpost,climate,real,real,0.9
319,Sri Lanka assessing environment damage from oil tanker fire,theseattletimes,climate,real,real,0.9
320,Microsoft joins group seeking to avoid historic climate change lawsuit,theguardianuk,climate,real,real,0.85
321,A Global Climate Strike Begins: raceAhead,fortune,climate,real,real,0.9
322,Forget about balance? BBC now a climate activist saying it's a 'privilege' to have 'global icon' Greta Thunberg front new series,sottnet,climate,misinfo,misinfo,0.7
323,"""While all COVID-19 news has been going on, the U.S. government has been sneakily trying to remove end-to-end encryption"" which means ""the government will be able to see all of your messages and listen to all of your calls.""",Instagram,covid,misinfo,misinfo,0.7
324,"In the UK, Climate Isn't a Political Issue. That's a Problem.",thenation,climate,real,real,0.8
325,Climate change: Emissions edge up despite drop in coal,bbc,climate,real,real,0.85
326,Why Rolling Back Environmental Regulations During Coronavirus Is Short-Sighted,nationalinterest,climate,real,real,0.9
327,The House just passed its first climate bill in a decade,vox,climate,real,real,0.9
328,20 pledges for 2020: Could these tech solutions help ease the climate crisis?,theindependent,climate,misinfo,real,0.9
329,Will Florida be lost forever to the climate crisis?,theguardianuk,climate,real,real,0.8
330,"Joo Doria, governor of So Paulo, stated he was taking chloroquine in an interview",Facebook,covid,misinfo,real,0.7
331,People with Asthma and COVID-19,cdc.gov,covid,real,real,0.9
332,Infrared thermometer can damage the pineal gland,Facebook,covid,misinfo,misinfo,0.85
333,'I'm standing here in the middle of climate change': How USDA is failing farmers,politico,climate,real,real,0.9
334,"An article stating that Italian authorities knew about a promising drug that could cure Covid-19, but they ignored it.",Website,covid,misinfo,misinfo,0.8
335,UN report Drastic action needed to stop catastrophic climate change,mercurynews,climate,real,real,0.9
336,"Climate deniers get twice the news coverage of pro-climate messages, study finds",theindependent,climate,misinfo,real,0.85
337,Elizabeth Warren Lays Out 'Climate Solution' Vision For Public Lands,thehuffingtonpost,climate,real,real,0.9
338,Garlic can cure patients infected with the coronavirus,Facebook,covid,misinfo,misinfo,0.9
339,Interest in Unproven Drugs Follows Trump Thumbs Up,webmd.com,covid,real,real,0.9
340,Trump administration asleep at wheel in dealing with climate change and Covid'  scientist Dr Ben Santer,channel4uk,climate,real,real,0.85
341,David Wallace-Wells: 'There are many cases of climate hypocrisy',theguardian,climate,real,real,0.9
342,Heart Patients Need to Be Wary of Coronavirus,webmd.com,covid,real,real,0.9
343,"With the spread of the new coronavirus, information spread that the government had been producing masks with a Japanese flag in response to the lack of masks.",Twitter,covid,misinfo,misinfo,0.7
344,Cabinet records on climate change discussion released after court ruling,theirishtimes,climate,real,real,0.9
345,Warren knocks SEC on climate disclosures,politico,climate,real,real,0.85
346,The Most Equitable Climate Solution:' Janet Yellen and 3 Other Ex-Fed Chairs Back a Carbon Tax Plan,fortune,climate,real,real,0.9
347,Flake Republicans should be at the forefront of combating climate change,truepundit,climate,misinfo,real,0.7
348,"""Azerbaijan steps up COVID-19 preparedness and readiness measures, welcoming WHO mission""",who.int,covid,real,real,0.9
349,"Trump moves to open Tongass National Forest for logging, to environmentalists' dismay",pbs,climate,real,real,0.9
350,Scientists Demand Westerners Have Fewer Children To Stop Climate Change,prisonplanet,climate,misinfo,misinfo,0.6
351,"Climate change severely damaging world's oceans, UN report warns",theirishtimes,climate,real,real,0.95
352,Anger as Environment Agency executive takes job at Southern Water,theguardianuk,climate,real,real,0.85
353,Polar vortex: Whatever happened to global warming?,bbc,climate,real,misinfo,0.7
354,"Activists Push Democrats On Climate Change, A New Priority For Party's Base",npr,climate,real,real,0.9
355,"RIP: Sea Level Expert Professor Nils-Axel Mrner, 1938-2020  Climate Skeptic",climatedepot,climate,misinfo,real,0.9
356,"Germany gave medical protection equipment like masks to China, now it's missing in Germany.",Website,covid,misinfo,misinfo,0.6
357,'It's no longer free to pollute': Canada imposes carbon tax on four provinces,theguardianuk,climate,real,real,0.9
358,"Climate change has to be an issue we can grasp, not the stuff of horror films",eveningstandard,climate,real,real,0.9
359,Democrats To Consider Climate Debate Amid Mounting Pressure,thehuffingtonpost,climate,real,real,0.85
360,An alkaline diet can prevent coronavirus infection.,WhatsApp,covid,misinfo,misinfo,0.85
361,"Office Memorandum of the Indian Ministry of Health and Family Welfare declaring holidays to the states of Maharashtra, Gujarat, Uttar Pradesh and Sikkim in the wake of COVID-19.",Facebook,covid,misinfo,misinfo,0.7
362,Muslims are violating the lockdown in India by praying in the open.,Facebook,covid,misinfo,misinfo,0.8
363,Migrant labourers in the state of Gujarat are protesting amidst the lockdown.,Facebook & Twitter,covid,misinfo,real,0.9
364,"The contact ban is only for Germans, muslims can still gather and don't have to pay fines in Germany.",Website,covid,misinfo,misinfo,0.85
365,One of the people infected with the coronavirus in Egypt seeks to marry his doctor.,"Facebook, Twitter",covid,misinfo,misinfo,0.7
366,Frances Environment Ministers Resignation Is A Wake-Up Call For Emmanuel Macron,thehuffingtonpostuk,climate,real,real,0.85
367,Joe Biden Pledges to Re-enter Paris Climate Agreement Despite U.S. Emissions Reductions,breitbart,climate,misinfo,real,0.9
368,Coronavirus throws global climate diplomacy into disarray,politico,climate,real,real,0.9
369,EU climate plan would sweeten deal to get countries off coal,thetorontostar,climate,real,real,0.9
370,Has the Coronavirus Disappeared Climate Politics?,foreignpolicy,climate,real,real,0.85
371,Climate at a Glance Website Provides Truth vs Wildfire Alarmism,climatedepot,climate,misinfo,misinfo,0.7
372,Bat market and bat meat are being sold in Wuhan.,Instagram,covid,misinfo,real,0.9
373,G20 Summit May Sideline Climate Goals to Keep Trump Happy During Trade Talks,fortune,climate,real,misinfo,0.6
374,Youth Strike 4 Climate UK: Who are the protesters behind the school climate strike and how could they influence our global warming and air pollution policies?,eveningstandard,climate,real,real,0.9
375,Which HCPs Are Most Likely to Get COVID Vaccine?,webmd.com,covid,real,real,0.9
376,"""Bacille Calmette-Gurin (BCG) vaccination and COVID-19""",who.int,covid,real,real,0.9
377,U.N. Climate Summit Sets Stage For New National Emissions Promises,npr,climate,real,real,0.9
378,A message claimed that Angel Broking has gone bankrupt as oil prices went negative due to coronavirus lockdown around the world,WhatsApp,covid,misinfo,misinfo,0.8
379,Justice for Missing and Murdered Indigenous Women will move us closer to Climate Justice,greenpeace,climate,misinfo,real,0.7
380,I BLAME GLOBAL WARMING: October snowstorm set to smash early-season records.,investmentwatchblog,climate,misinfo,real,0.8
381,"In December 2019, Italian politician Beppe Grillo wore a protective mask in public. Some people said that he did that because the Chinese Embassy had warned him about coronavirus.",Whatsapp,covid,misinfo,misinfo,0.7
382,US Climate Report Warns of Damaged Environment and Shrinking Economy,thenewyorktimes,climate,real,real,0.9
383,Environment activists: 'I got death and rape threats',bbc,climate,real,real,0.9
384,Bill Gates personally will profit from a COVID-19 vaccine and he owns a company that plans to implant microchips in everyone.,facebook,covid,misinfo,misinfo,0.9
