,phrase,Y,Yhat (GPT4o),confidence
4157,", I saw this movie .",0.5,0.5,0.8
4158,Michael Moore,0.59722,0.5,0.6000000000000001
4159,Austin Powers bumping his head on the way out of the closet,0.5,0.4499999999999999,0.7
4160,the disparate elements do n't gel,0.34722,0.2,0.8
4161,you can feel your veins cringing from the workout .,0.33333,0.3,0.8
4162,by this ensemble film,0.54167,0.5,0.8
4163,"getting harder and harder to ignore the fact that Hollywood is n't laughing with us , folks . It 's laughing at us",0.19444,0.2,0.8
4164,"quickly snowballs out of control , while focusing on the what much more than the why",0.16667,0.3,0.8
4165,the spell,0.5,0.5,0.6000000000000001
4166,", turbulent self-discovery",0.58333,0.4,0.8
4167,"It 's more enjoyable than I expected , though , and that 's because the laughs come from fairly basic comedic constructs .",0.66667,0.7,0.7999999999999999
4168,That 's fun for kids of any age,0.81944,0.8,0.7999999999999999
4169,r-rated,0.48611,0.4,0.8
4170,discloses almost nothing,0.31944,0.2,0.8
4171,"a man we only know as an evil , monstrous lunatic",0.51389,0.1,0.8
4172,'ll ever see and,0.48611,0.4,0.8
4173,"tension , eloquence , spiritual challenge",0.625,0.4,0.8
4174,"of its heightened , well-shaped dramas",0.69444,0.7,0.7999999999999999
4175,", amusing",0.75,0.7,0.7999999999999999
4176,"pictures whose promising , if rather precious , premise is undercut by amateurish execution .",0.38889,0.3,0.8
4177,thinly sketched story . Killing time,0.26389,0.2,0.8
4178,loyal,0.70833,0.8,0.7999999999999999
4179,the uncertain girl,0.5,0.4,0.8
4180,the words '',0.51389,0.5,0.8
4181,Belinsky,0.5,0.5,0.8
4182,burnt out on It 's a Wonderful Life marathons and bored with A Christmas Carol,0.23611,0.3,0.8
4183,Pumpkin dares us to say why either is impossible -- which forces us to confront what 's possible and what we might do to make it so .,0.81944,0.5,0.8
4184,Missteps,0.5,0.2,0.8
4185,A movie that 's about as overbearing and over-the-top as the family it,0.26389,0.3,0.8
4186,injected self-consciousness,0.38889,0.3,0.8
4187,to the spirit of the Festival of Lights,0.58333,0.8,0.7999999999999999
4188,ditched,0.5,0.2,0.8
4189,Ao sair,0.5,0.5,0.8
4190,comin,0.48611,0.5,0.8
4191,even the most cynical curmudgeon with find himself or herself smiling at one time or another,0.76389,0.8,0.7999999999999999
4192,manifesto,0.5,0.5,0.8
4193,is a deliberately unsteady mixture of stylistic elements .,0.54167,0.3,0.8
4194,staring at a blank screen,0.22222,0.3,0.8
4195,"` The War of the Roses , '",0.5,0.4,0.8
4196,an enemy to his own race,0.31944,0.1,0.8
4197,emotions,0.51389,0.5,0.8
4198,deserves a look,0.69444,0.5,0.8
4199,of the most significant moviegoing pleasures of the year .,0.88542,0.8,0.7999999999999999
4200,"movie that will touch the hearts of both children and adults , as well as bring audiences to the edge of their seats .",0.86111,0.8,0.7999999999999999
4201,putters,0.38889,0.5,0.8
4202,the star of the story,0.55556,0.7,0.7999999999999999
4203,strange combo,0.52778,0.4,0.8
4204,kathie,0.5,0.5,0.8
4205,admirer,0.54167,0.7,0.7999999999999999
4206,exceedingly clever piece,0.94444,0.8,0.7999999999999999
4207,waves .,0.5,0.5,0.8
4208,we ca n't recommend anything but a rental for The Tuxedo,0.36111,0.3,0.8
4209,Grant 's own twist,0.51389,0.5,0.8
4210,had been only half-an-hour long or a TV special,0.40278,0.3,0.8
4211,"the pitch of his movie , balancing deafening battle scenes with quieter domestic scenes of women back home receiving War Department telegrams",0.56944,0.4,0.8
4212,slug,0.44444,0.3,0.8
4213,Dante Spinotti 's luscious cinematography,0.875,0.8,0.7999999999999999
4214,out loud,0.5,0.5,0.8
4215,literary lyricism and profound common sense .,0.75,0.8,0.7999999999999999
4216,on the story 's least interesting subject,0.43056,0.2,0.8
4217,that a nightmare is a wish a studio 's wallet makes,0.36111,0.2,0.8
4218,Wilson 's,0.5,0.5,0.8
4219,at hand,0.5,0.5,0.8
4220,rips,0.5,0.3,0.8
4221,"change watching such a character , especially when rendered in as flat and",0.36111,0.3,0.8
4222,get full montied,0.5,0.4,0.8
4223,pique,0.45833,0.4,0.8
4224,Channel,0.5,0.5,0.8
4225,quite the memorable experience,0.77778,0.8,0.7999999999999999
4226,"gets to display his cadness to perfection , but also to show acting range that may surprise some who thought light-hearted comedy was his forte",0.80556,0.7,0.7999999999999999
4227,incredibly hokey,0.23611,0.3,0.8
4228,"Verbinski substitutes atmosphere for action , tedium for thrills .",0.31944,0.2,0.8
4229,was directed by H.G. Wells ' great-grandson .,0.5,0.5,0.8
4230,engages less for its story of actorly existential despair than for its boundary-hopping formal innovations and glimpse into another kind of Chinese ` cultural revolution,0.5,0.4,0.8
4231,", the air leaks out of the movie , flattening its momentum with about an hour to go .",0.18056,0.2,0.8
4232,never succeed in really rattling the viewer,0.22222,0.2,0.8
4233,to witness first-time director,0.5,0.5,0.8
4234,of Days,0.5,0.5,0.8
4235,beguiling splash,0.63889,0.7,0.7999999999999999
4236,this could be a movie that ends up slapping its target audience in the face by shooting itself in the foot .,0.375,0.2,0.8
4237,he 's spiffing up leftovers that are n't so substantial or fresh,0.20833,0.3,0.8
4238,you will likely enjoy this monster,0.69444,0.7,0.7999999999999999
4239,"director Roger Michell , best known for the superfluous Notting Hill , credit for trying",0.59722,0.4,0.8
4240,alone is worth the price of admission .,0.86111,0.8,0.7999999999999999
4241,"The movie 's ripe , enrapturing beauty will tempt those willing to probe its inscrutable mysteries .",0.76389,0.8,0.7999999999999999
4242,should give '' Scratch '' a second look,0.625,0.5,0.8
4243,"quiet endurance ,",0.52778,0.4,0.8
4244,comprehend it,0.63889,0.5,0.8
4245,sink in unobtrusively,0.47917,0.4,0.8
4246,A predictable and stereotypical little B-movie .,0.27778,0.3,0.8
4247,what your parents think,0.44444,0.5,0.6000000000000001
4248,"than it is were it not for the striking , quietly vulnerable personality of Ms . Ambrose",0.58333,0.5,0.8
4249,a modest pleasure that accomplishes its goals with ease and confidence .,0.77778,0.8,0.7999999999999999
4250,churn,0.5,0.3,0.8
4251,it is flavorless,0.22222,0.2,0.8
4252,1937 breakthrough,0.68056,0.5,0.8
4253,Runner,0.5,0.5,0.8
4254,"this is a particularly toxic little bonbon , palatable to only a chosen and very jaundiced few .",0.25,0.2,0.8
4255,something and then,0.5,0.5,0.8
4256,can this limping but dearly-loved franchise survive ?,0.54167,0.3,0.8
4257,An enjoyably half-wit remake of the venerable Italian comedy Big Deal,0.69444,0.7,0.7999999999999999
4258,only is entry number twenty the worst of the Brosnan bunch,0.38889,0.2,0.8
4259,of evil,0.40278,0.1,0.8
4260,acceptance,0.58333,0.7,0.7999999999999999
4261,at the French Revolution,0.5,0.4,0.8
4262,high seas,0.51389,0.5,0.8
4263,An effortlessly accomplished and richly resonant work .,0.88889,0.8500000000000001,0.9
4264,"All the performances are top notch and , once you get through the accents , All or Nothing becomes an emotional , though still positive , wrench of a sit .",0.80556,0.7,0.7999999999999999
4265,wisely unsentimental,0.51389,0.4,0.8
4266,"gets vivid , convincing performances",0.84722,0.8,0.7999999999999999
4267,is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that 's all too rare in Hollywood 's hastier productions .,0.86111,0.8,0.7999999999999999
4268,this world more complex,0.63889,0.4,0.8
4269,landing,0.5,0.5,0.8
4270,"It would be churlish to begrudge anyone for receiving whatever consolation that can be found in Dragonfly , yet it is impossible to find the film anything but appalling , shamelessly manipulative and contrived , and totally lacking in conviction",0.38889,0.1,0.8
4271,A tale of horror and revenge that is nearly perfect in its relentless descent to the depths of one man 's tortured soul .,0.66667,0.3,0.8
4272,"is a convincing one ,",0.69444,0.7,0.7999999999999999
4273,he may well be,0.54167,0.5,0.8
4274,"Norton has to recite bland police procedural details ,",0.31944,0.3,0.8
4275,the bucks to expend the full price for a date,0.40278,0.4,0.8
4276,This is the first film I 've ever seen that had no obvious directing involved .,0.58333,0.2,0.8
4277,"Go for La Salle 's performance , and make do as best you can with a stuttering script .",0.51389,0.3,0.8
4278,than its exploitive array of obligatory cheap,0.30556,0.2,0.8
4279,\* S \* H '',0.5,0.3,0.8
4280,bad thing,0.055556,0.1,0.8
4281,clumsy and,0.34722,0.3,0.8
4282,grandeur ' shots,0.65278,0.4,0.8
4283,explores the awful complications of one terrifying day,0.68056,0.2,0.8
4284,may not be history,0.5,0.4,0.8
4285,makes the film special,0.84722,0.8,0.7999999999999999
4286,Off the Hook,0.55556,0.7,0.7999999999999999
4287,comedies I,0.5,0.5,0.8
4288,"The performances of the children , untrained in acting ,",0.54167,0.4,0.8
4289,deplorable,0.27778,0.1,0.8
4290,as clear and reliable an authority on that,0.65278,0.5,0.8
4291,than Pink Floyd tickets,0.55556,0.4499999999999999,0.7
4292,never feels draggy,0.73611,0.7,0.7999999999999999
4293,a monologue,0.5,0.5,0.6000000000000001
4294,has the punch of a good sitcom,0.72222,0.7,0.7999999999999999
4295,"a tight , brisk 85-minute screwball thriller , ''",0.72222,0.7,0.7999999999999999
4296,easily dismissive,0.38889,0.3,0.8
4297,Gay or straight,0.5,0.5,0.8
4298,"- a cross between Boys Do n't Cry , Deliverance , and Ode to Billy Joe - lies somewhere in the story of Matthew Shepard , but that film is yet to be made .",0.5,0.3,0.8
4299,no doubt that Krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone,0.81944,0.8,0.7999999999999999
4300,a certain timeless quality,0.77778,0.7,0.7999999999999999
4301,do n't want to call the cops,0.5,0.2,0.8
4302,shared a great adventure,0.70833,0.8,0.7999999999999999
4303,dullest,0.26389,0.2,0.8
4304,"that 's a sly , amusing , laugh-filled little gem in which the ultimate `` Bellini '' begins to look like a `` real Kaputschnik",0.77778,0.8,0.7999999999999999
4305,Alex Nohe 's documentary,0.5,0.5,0.8
4306,"`` Shakes The Clown '' , a much funnier film with a similar theme",0.625,0.7,0.7999999999999999
4307,gritty,0.69444,0.4,0.8
4308,pee-related sight gags,0.44444,0.3,0.8
4309,can be when it 's approached with imagination and flair,0.65278,0.7,0.7999999999999999
4310,their own immaturity,0.31944,0.2,0.8
4311,she 'll become her mother before she gets to fulfill her dreams,0.5,0.3,0.8
4312,emotionally belittle a cinema classic . Sometimes shorter,0.5,0.2,0.8
4313,than most of,0.44444,0.5,0.8
4314,Bruin,0.5,0.5,0.8
4315,great rewards,0.84722,0.8,0.7999999999999999
4316,"There is no entry portal in The Rules of Attraction , and I spent most of the movie feeling depressed by the shallow , selfish , greedy characters",0.19444,0.1,0.8
4317,screen rapport,0.55556,0.5,0.8
4318,but think he 'd appreciate this attempt to turn his life into art,0.59722,0.5,0.8
4319,it comes to the characters and writing ... but works its way underneath the skin like few movies,0.73611,0.5,0.8
4320,"what 's missing from Blackboards -- the sense of something bigger , some ultimate point",0.34722,0.3,0.8
4321,seems impossible that an epic four-hour Indian musical about a cricket game could be this good,0.81944,0.7,0.7999999999999999
4322,oppositions,0.5,0.4,0.8
4323,of tangy new humor,0.72222,0.7,0.7999999999999999
4324,might have more homosexual undertones than an Eddie Murphy film .,0.38889,0.3,0.8
4325,borrows a bit from the classics `` Wait Until Dark '' and `` Extremities '' ...,0.5,0.5,0.8
4326,is in this performance,0.54167,0.5,0.8
4327,is on its way .,0.55556,0.5,0.8
4328,and the performances of the young players are utterly convincing .,0.65278,0.8,0.7999999999999999
4329,oftentimes,0.5,0.5,0.8
4330,Anyone who suffers through this film,0.083333,0.1,0.8
4331,attachment,0.5,0.5,0.8
4332,ploy,0.45833,0.4,0.8
4333,on lingering terror punctuated by sudden shocks and not constant bloodshed,0.77778,0.3,0.8
4334,come down,0.5,0.4,0.8
4335,"is a visually stunning rumination on love , memory , history and the war between art and commerce .",0.95833,0.8,0.7999999999999999
4336,Happy Gilmore,0.5,0.7,0.7999999999999999
4337,pondering,0.51389,0.5,0.8
4338,acted and funny\/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate .,0.55556,0.5,0.8
4339,"This is pure , exciting moviemaking . You wo n't exactly know what 's happening but you 'll be blissfully exhausted .",0.79167,0.8,0.7999999999999999
4340,"to be funny in a way that 's too loud , too goofy and too short of an attention span",0.5,0.3,0.8
4341,perseverance,0.59722,0.8,0.7999999999999999
4342,cared,0.51389,0.5,0.8
4343,screen persona,0.55556,0.5,0.8
4344,fun into a rousing treatise of sensual empowerment,0.66667,0.8,0.7999999999999999
4345,for its success on a patient viewer,0.625,0.7,0.7999999999999999
4346,a thousand years,0.5,0.5,0.8
4347,would require many sessions on the couch of Dr . Freud .,0.31944,0.3,0.8
4348,the passive-aggressive psychology,0.5,0.3,0.8
4349,wasted,0.375,0.1,0.8
4350,The most brilliant and brutal UK crime film,0.70833,0.5,0.8
4351,Piercingly affecting ...,0.70833,0.4,0.8
4352,captures the unsettled tenor of that post 9-11 period far better than a more measured or polished production ever could .,0.70833,0.4,0.8
4353,Is it a total success ? No . Is it something any true film addict will want to check,0.44444,0.3,0.8
4354,so frequently,0.52778,0.5,0.8
4355,Statham,0.45833,0.5,0.8
4356,keep happening over and over again,0.45833,0.3,0.8
4357,", flee",0.5,0.3,0.8
4358,"they will have a showdown , but , by then , your senses are as mushy as peas and you do n't care who fires the winning shot",0.29167,0.3,0.8
4359,"Mr . Tsai is a very original artist in his medium , and What Time Is It There ? should be seen at the very least for its spasms of absurdist humor .",0.70833,0.7,0.7999999999999999
4360,its weaknesses,0.28125,0.2,0.8
4361,"if the essence of magic is its make-believe promise of life that soars above the material realm , this is the opposite of a truly magical movie .",0.83333,0.2,0.8
4362,rueful laughter,0.44444,0.3,0.8
4363,no respect,0.375,0.2,0.8
4364,comes far closer than many movies to expressing the way many of us live -- someplace between consuming self-absorption and insistently demanding otherness,0.94444,0.5,0.8
4365,Ferrara 's best film in years,0.84722,0.8,0.7999999999999999
4366,"but likable ,",0.63889,0.7,0.7999999999999999
4367,", story and pace",0.52778,0.5,0.8
4368,that much,0.51389,0.4,0.8
4369,storytelling .,0.55556,0.5,0.8
4370,derivative Nine Queens,0.5,0.4,0.8
4371,"A woozy , roisterous",0.41667,0.4,0.8
4372,in mood tics and dialogue,0.5,0.4,0.8
4373,dots,0.5,0.5,0.8
4374,that extravagantly redeems it,0.79167,0.7,0.7999999999999999
4375,"expectations . Good fun , good action ,",0.79167,0.8,0.7999999999999999
4376,which is just the point,0.52778,0.4,0.8
4377,feels contrived,0.34722,0.2,0.8
4378,"things ,",0.51389,0.5,0.8
4379,romanticization,0.61111,0.5,0.6000000000000001
4380,in that setting,0.5,0.5,0.8
4381,"is all over the place ,",0.41667,0.3,0.8
4382,a terrible strength,0.66667,0.2,0.8
4383,remarkable assuredness for a first-timer,0.83333,0.8,0.7999999999999999
4384,casting an actress whose face projects that woman 's doubts and yearnings,0.54167,0.5,0.8
4385,the spectacular scale,0.72222,0.8,0.7999999999999999
4386,"As chilling and fascinating as Philippe Mora 's modern Hitler-study , Snide and Prejudice .",0.79167,0.4,0.8
4387,effective performances,0.75,0.8,0.7999999999999999
4388,it 's also a failure of storytelling,0.43056,0.2,0.8
4389,showcases Tom Hanks as a depression era hit-man in this dark tale of revenge,0.66667,0.3,0.8
4390,too happy to argue much,0.61111,0.8,0.7999999999999999
4391,is popular and powerful,0.76389,0.7,0.7999999999999999
4392,The members,0.5,0.5,0.8
4393,"itself , a playful spirit",0.65278,0.7,0.7999999999999999
4394,"While somewhat less than it might have been , the film is a good one ,",0.66667,0.7,0.7999999999999999
4395,Bond series,0.5,0.5,0.8
4396,"the payoff is an unschooled comedy like Stealing Harvard , which fails to keep 80 minutes from seeming like 800",0.16667,0.2,0.8
4397,"fast , frenetic , funny , even punny 6",0.77778,0.8,0.7999999999999999
4398,'50,0.5,0.5,0.8
4399,an ebullient affection,0.69444,0.8,0.7999999999999999
4400,"Whatever heartwarming scene the impressively discreet filmmakers may have expected to record with their mini DV , they show a remarkable ability to document both sides of this emotional car-wreck .",0.88889,0.4,0.8
4401,A winning and wildly fascinating work,0.66667,0.8500000000000001,0.9
4402,be half as entertaining as it is,0.65278,0.4,0.8
4403,a virgin with a chastity belt . That 's why Sex and Lucia is so alluring,0.63889,0.5,0.8
4404,"despite many talky , slow scenes . But something seems to be missing . A sense of real magic",0.59722,0.3,0.8
4405,"fuddled about motives and context , which drains it of the dramatic substance that would shake us in our boots ( or cinema seats )",0.31944,0.2,0.8
4406,is just too dialed-up to be America 's Sweetheart,0.29167,0.3,0.8
4407,Guaranteed,0.61111,0.5,0.8
4408,A very stylish but ultimately extremely silly tale ... a slick piece of nonsense but nothing more,0.43056,0.3,0.8
4409,Breaking,0.43056,0.3,0.8
4410,to strike lightning,0.5,0.3,0.8
4411,shapely than the two-hour version released here in 1990,0.44444,0.4,0.8
4412,This is more a case of ` Sacre bleu ! ',0.41667,0.3,0.8
4413,a good old-fashioned adventure,0.69444,0.8,0.7999999999999999
4414,"... is inspiring , ironic , and revelatory of just how ridiculous and money-oriented the record industry really is . It is also a testament to the integrity and vision of the band .",0.73611,0.7,0.7999999999999999
4415,it 's easy to imagine that a new software program spit out the screenplay,0.23611,0.3,0.8
4416,a major movie,0.75,0.5,0.8
4417,Glazed,0.5,0.5,0.8
4418,is beginning to creep into the series .,0.38889,0.3,0.8
4419,"sitting around a campfire around midnight ,",0.5,0.7,0.7999999999999999
4420,"Most of the information has already appeared in one forum or another and , no matter how Broomfield dresses it up , it tends to speculation , conspiracy theories or , at best , circumstantial evidence",0.33333,0.2,0.8
4421,"that deftly , gradually reveals a real human soul buried beneath a spellbinding serpent 's smirk",0.81944,0.7,0.7999999999999999
4422,"epilogue that leaks suspension of disbelief like a sieve , Die Another Day is as stimulating & heart-rate-raising as any James Bond thriller",0.84722,0.5,0.8
4423,only the first episode,0.47222,0.4,0.8
4424,I 'm not sure,0.47222,0.4,0.8
4425,that ever-growing category,0.5,0.5,0.8
4426,so shimmering and benign,0.48611,0.8,0.7999999999999999
4427,own game,0.5,0.5,0.8
4428,Just watch Bettany strut his stuff . You 'll know a star when you see one .,0.84722,0.8,0.7999999999999999
4429,'ll wonder if Lopez 's publicist should share screenwriting credit .,0.44444,0.3,0.8
4430,any real,0.58333,0.4,0.8
4431,our best achievements,0.66667,0.8,0.7999999999999999
4432,'d rather listen to old Tori Amos records,0.18056,0.4,0.8
4433,the hot-button issue of domestic abuse,0.58333,0.2,0.8
4434,"showcases Carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff .",0.45833,0.3,0.8
4435,"happened already to so many silent movies , newsreels",0.20833,0.3,0.8
4436,"is a subzero version of Monsters , Inc. , without the latter 's imagination",0.19444,0.2,0.8
4437,a salute that I 'd hoped the movie would avoid,0.33333,0.2,0.8
4438,Academy Award,0.77778,0.7,0.7999999999999999
4439,The Rising Place never quite justifies its own existence .,0.45833,0.2,0.8
4440,Go for La Salle 's performance,0.5,0.7,0.7999999999999999
4441,is perhaps too effective in creating an atmosphere of dust-caked stagnation and,0.20833,0.3,0.8
4442,"itself is uninteresting ,",0.30556,0.2,0.8
4443,"is majorly ham-fisted ,",0.29167,0.2,0.8
4444,the most ravaging,0.59722,0.2,0.8
4445,ones that involve deep fryers and hamburgers,0.44444,0.4,0.8
4446,what 's even more remarkable,0.63889,0.7,0.7999999999999999
4447,It 's as if a bored Cage spent the duration of the film 's shooting schedule waiting to scream : '' Got AIDS yet ?,0.13889,0.1,0.8
4448,of poetry in Girls,0.5,0.5,0.8
4449,"from Japanese director Hideo Nakata , who takes the superstitious curse on chain letters and actually applies it",0.58333,0.5,0.8
4450,Idiotic,0.20833,0.1,0.8
4451,", the picture feels as if everyone making it lost their movie mojo .",0.16667,0.2,0.8
4452,are watching them,0.5,0.5,0.8
4453,'s seldom boring,0.75,0.5,0.8
4454,"is about growing strange hairs , getting a more mature body , and finding it necessary to hide new secretions from the parental units",0.52778,0.3,0.8
4455,frighteningly capable debut,0.75,0.4,0.8
4456,"and your reward will be a thoughtful , emotional movie experience .",0.875,0.8,0.7999999999999999
4457,"work , love stories require the full emotional involvement",0.73611,0.5,0.8
4458,the life of a complex man,0.5,0.5,0.6000000000000001
4459,It 's a road-trip drama with too many wrong turns .,0.125,0.3,0.8
4460,parka-wrapped,0.5,0.4,0.8
4461,of a ruthless army on the warpath,0.44444,0.2,0.8
4462,two marvelous performances by Michael Caine and Brendan,0.91667,0.8,0.7999999999999999
4463,in the mood,0.59722,0.5,0.8
4464,"in a flashy , empty sub-music video style",0.25,0.2,0.8
4465,come in to the film with a skateboard under your arm,0.45833,0.5,0.8
4466,"There 's no denying the elaborateness of the artist 's conceptions , nor his ability to depict them with outrageous elan , but",0.52778,0.4,0.8
4467,both American Pie movies,0.5,0.5,0.8
4468,Just the labour involved in creating the layered richness of the imagery in this chiaroscuro of madness and light is astonishing .,0.875,0.8,0.7999999999999999
4469,by director Peter Kosminsky,0.5,0.5,0.8
4470,"uninspired scripts , acting and direction",0.375,0.2,0.8
4471,overnight,0.5,0.5,0.8
4472,of purpose and even-handedness,0.61111,0.7,0.7999999999999999
4473,original Italian-language soundtrack,0.5,0.5,0.8
4474,fill-in,0.40278,0.5,0.8
4475,Ninety,0.5,0.5,0.8
4476,", Hollywood is sordid and disgusting . Quelle surprise !",0.34722,0.1,0.8
4477,of childhood imagination,0.51389,0.5,0.8
4478,small in scope,0.47222,0.4,0.8
4479,the production 's austere locales,0.5,0.4,0.8
4480,tale to make it far more satisfying than almost any horror film in recent memory,0.84722,0.8,0.7999999999999999
4481,you reach for the tissues,0.59722,0.2,0.8
4482,terrific date movie,0.76389,0.8500000000000001,0.9
4483,drama that encompasses a potent metaphor for a country still dealing with its fascist past,0.44444,0.3,0.8
4484,that in a good way,0.68056,0.7,0.7999999999999999
4485,"Quite simply , a joy to watch and -- especially -- to listen to .",0.91667,0.8500000000000001,0.9
4486,to buy just,0.5,0.4499999999999999,0.7
4487,"will find little of interest in this film , which is often preachy and poorly acted",0.18056,0.2,0.8
4488,made the original New Testament stories so compelling,0.58333,0.7,0.7999999999999999
4489,"altogether too slight to be called any kind of masterpiece . It is , however , a completely honest , open-hearted film",0.72222,0.5,0.8
4490,makes him,0.5,0.5,0.8
4491,reacting to it -,0.55556,0.4,0.8
4492,remains surprisingly idealistic,0.65278,0.7,0.7999999999999999
4493,", and Paula",0.5,0.5,0.8
4494,a film that is both gripping and compelling,0.875,0.8500000000000001,0.9
4495,"has the high-buffed gloss and high-octane jolts you expect of De Palma , but what makes it transporting is that it 's also one of the smartest",0.73611,0.8,0.7999999999999999
4496,is an all-time low for Kevin Costner,0.31944,0.2,0.8
4497,Dustin Hoffman and,0.5,0.5,0.8
4498,under dialogue,0.44444,0.5,0.8
4499,into a listless climb down the social ladder,0.41667,0.2,0.8
4500,"the people , in spite of clearly evident poverty and hardship , bring to their music",0.55556,0.5,0.8
4501,youth,0.5,0.5,0.8
4502,Gerardo,0.44444,0.5,0.8
4503,her abusers,0.41667,0.1,0.8
4504,", it is a great film .",0.94444,0.8500000000000001,0.9
4505,"This is SO De Palma . If you love him , you 'll like it . If you do n't",0.68056,0.5,0.8
4506,of sophisticated intrigue and human-scale characters,0.68056,0.7,0.7999999999999999
4507,human spirit triumphs,0.5,0.8,0.7999999999999999
4508,was unable to get the full brunt of the comedy,0.22222,0.3,0.8
4509,is n't nearly surprising or clever enough to sustain a reasonable degree of suspense on its own,0.20833,0.2,0.8
4510,rotten in almost every single facet of production,0.013889,0.1,0.8
4511,into the stronger of the two films,0.73611,0.5,0.8
4512,are sure to please anyone in search of a Jules and Jim for the new millennium .,0.875,0.8,0.7999999999999999
4513,pursuing him,0.5,0.4499999999999999,0.7
4514,Highly uneven and inconsistent ... Margarita Happy Hour kinda,0.30556,0.3,0.8
4515,the trademark of several of his performances,0.625,0.5,0.8
4516,"a retread story , bad writing , and the same old silliness",0.13889,0.1,0.8
4517,of actresses,0.5,0.5,0.8
4518,of homosexuality in America,0.47222,0.5,0.6000000000000001
4519,"little wit , interest , and",0.20833,0.3,0.8
4520,"turns out to be ( Assayas ' ) homage to the Gallic ` tradition of quality , ' in all its fusty squareness .",0.48611,0.3,0.8
4521,your childhood,0.51389,0.5,0.8
4522,does n't work as either,0.26389,0.2,0.8
4523,screamingly,0.43056,0.3,0.8
4524,smelly,0.43056,0.2,0.8
4525,prevent us,0.45833,0.3,0.8
4526,broad and cartoonish as the screenplay,0.44444,0.3,0.8
4527,of this little $ 1,0.45833,0.5,0.8
4528,iceberg,0.5,0.5,0.8
4529,'s as good,0.65278,0.7,0.7999999999999999
4530,this film is part of that delicate canon,0.63889,0.5,0.8
4531,", he waters it down , turning grit and vulnerability into light reading",0.44444,0.3,0.8
4532,depth and breadth,0.52778,0.5,0.8
4533,"when the tears come during that final , beautiful scene , they finally feel absolutely earned",0.84722,0.8,0.7999999999999999
4534,respected,0.61111,0.8,0.7999999999999999
4535,"of the indomitable human will to rebel , connect and create",0.56944,0.8,0.7999999999999999
4536,just becomes sad,0.26389,0.2,0.8
4537,corporate-sports,0.47222,0.4499999999999999,0.7
4538,of a splash,0.5,0.5,0.8
4539,it began,0.5,0.5,0.8
4540,Nakata did it better,0.38889,0.5,0.8
4541,civility and compassion,0.59722,0.8,0.7999999999999999
4542,a research paper,0.5,0.5,0.8
4543,is only mildly amusing,0.55556,0.4,0.8
4544,white-empowered,0.52778,0.3,0.8
4545,"walks with a slow , deliberate gait",0.22222,0.5,0.8
4546,for an integral part of the ride,0.5,0.5,0.8
4547,"de forte suspense , culminando em um desfecho que certamente fica na memória",0.55556,0.7,0.7999999999999999
4548,the sights and sounds,0.5,0.5,0.8
4549,'s only a matter of time before he gets the upper hand in matters of the heart,0.54167,0.5,0.8
4550,do little to boost Stallone 's career,0.29167,0.2,0.8
4551,"can withstand not only inept school productions , but even Oliver Parker 's movie adaptation",0.34722,0.3,0.8
4552,the comic opportunities richly rewarded,0.83333,0.8,0.7999999999999999
4553,"O Bruin ,",0.52778,0.5,0.8
4554,... revenge is sweet !,0.68056,0.7,0.7999999999999999
4555,"It 's more enjoyable than I expected , though , and that 's because the laughs come from fairly basic comedic constructs . Cinematic pratfalls given a working over . The cast is spot on and the mood is laid back .",0.69444,0.7,0.7999999999999999
4556,that seems to be,0.5,0.5,0.8
4557,conservative and,0.5,0.5,0.8
4558,you could have guessed at the beginning,0.51389,0.4,0.8
4559,I know that I 'll never listen to Marvin Gaye or the Supremes the same way again,0.61111,0.3,0.8
4560,"Shyamalan 's gifts , which are such that we 'll keep watching the skies for his next project",0.66667,0.8,0.7999999999999999
4561,of strong voices,0.63889,0.5,0.8
4562,both his medium and his message,0.52778,0.5,0.8
4563,of `` Lilo '',0.5,0.5,0.8
4564,shamelessly money-grubbing than most third-rate horror sequels,0.34722,0.2,0.8
4565,It 's just rather leaden and dull .,0.13889,0.2,0.8
4566,as The Country Bears,0.51389,0.4,0.8
4567,Sparkling,0.66667,0.7,0.7999999999999999
4568,impossible to ignore .,0.61111,0.5,0.8
4569,be sitting through this one again,0.41667,0.3,0.8
4570,of partners,0.5,0.5,0.8
4571,Comic,0.59722,0.55,0.7000000000000001
4572,on the Animal Planet,0.5,0.5,0.8
4573,did n't mean much to me,0.23611,0.3,0.8
4574,the film sometimes,0.5,0.4,0.8
4575,"Kenneth Williams , et al .",0.5,0.5,0.8
4576,all-over-the-map movie,0.5,0.3,0.8
4577,Journal,0.5,0.5,0.8
4578,recompense,0.5,0.5,0.8
4579,the gambles of the publishing world,0.52778,0.3,0.8
4580,point-and-shoot exercise,0.44444,0.4499999999999999,0.7
4581,teasing,0.27778,0.5,0.6000000000000001
4582,Hopkins and Norton,0.59722,0.5,0.8
4583,trying on an Irish accent,0.44444,0.5,0.8
4584,The next big thing 's not-so-big ( and not-so-hot ) directorial debut .,0.56944,0.3,0.8
4585,Cinematic pratfalls given a working over . The cast is spot on and the mood is laid back .,0.84722,0.7,0.7999999999999999
4586,ever fit smoothly together,0.63889,0.7,0.7999999999999999
